entity_type,entity_a_id,entity_a_value,entity_a_degree,entity_b_id,entity_b_value,entity_b_degree,similarity_score,merge_rule
BODY_PART,BODY_PART::INDEX & MIDDLE FINGER,Index & middle finger,1,BODY_PART::LEFT MIDDLE & INDEX FINGER,left middle & index finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::INDEX & MIDDLE FINGER,Index & middle finger,1,BODY_PART::MIDDLE & RING FINGER,middle & ring finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::LEFT MIDDLE & INDEX FINGER,left middle & index finger,1,BODY_PART::MIDDLE & RING FINGER,middle & ring finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::10TH RIB,10th rib,1,BODY_PART::LEFT 10TH RIB,left 10th rib,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT 3RD FINGER,right 3rd finger,1,BODY_PART::3RD FINGER,3rd finger,11,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT 3RD FINGER,right 3rd finger,1,BODY_PART::MIDDLE 3RD FINGER,middle 3rd finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT 3RD FINGER,right 3rd finger,1,BODY_PART::3RD INDEX FINGER,3rd index finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::3RD FINGER,3rd finger,11,BODY_PART::MIDDLE 3RD FINGER,middle 3rd finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::3RD FINGER,3rd finger,11,BODY_PART::3RD INDEX FINGER,3rd index finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::MIDDLE 3RD FINGER,middle 3rd finger,1,BODY_PART::3RD INDEX FINGER,3rd index finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::4TH FINGER,4th finger,12,BODY_PART::4TH LEFT FINGER,4th left finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::4TH FINGER,4th finger,12,BODY_PART::LEFT 4TH FINGER,left 4th finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::4TH LEFT FINGER,4th left finger,1,BODY_PART::LEFT 4TH FINGER,left 4th finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::5TH FINGER,5th finger,8,BODY_PART::5TH RIGHT FINGER,5th right finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::90° ELBOWS,90° elbows,1,BODY_PART::90° ELBOW,90° elbow,1,1.0,exact_normalized
BODY_PART,BODY_PART::LEFT ACHILLES TENDON,left Achilles tendon,1,BODY_PART::ACHILLES TENDON,Achilles tendon,1,1.0,laterality_strip
BODY_PART,BODY_PART::ANCLE,ancle,6,BODY_PART::LEFT ANCLE,left ancle,1,1.0,laterality_strip
BODY_PART,BODY_PART::ANCLE,ancle,6,BODY_PART::RIGHT ANCLE,right ancle,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT INDEX AND MIDDLE FINGER,right index and middle finger,1,BODY_PART::MIDDLE AND RING FINGER,middle and ring finger,3,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT INDEX AND MIDDLE FINGER,right index and middle finger,1,BODY_PART::RIGHT RING AND MIDDLE FINGER,right ring and middle finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT INDEX AND MIDDLE FINGER,right index and middle finger,1,BODY_PART::INDEX AND MIDDLE FINGERS,index and middle fingers,6,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT INDEX AND MIDDLE FINGER,right index and middle finger,1,BODY_PART::MIDDLE AND INDEX FINGER,middle and index finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT INDEX AND MIDDLE FINGER,right index and middle finger,1,BODY_PART::RIGHT MIDDLE AND RING FINGER,right middle and ring finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::MIDDLE AND RING FINGER,middle and ring finger,3,BODY_PART::RIGHT RING AND MIDDLE FINGER,right ring and middle finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE AND RING FINGER,middle and ring finger,3,BODY_PART::INDEX AND MIDDLE FINGERS,index and middle fingers,6,1.0,exact_normalized
BODY_PART,BODY_PART::MIDDLE AND RING FINGER,middle and ring finger,3,BODY_PART::MIDDLE AND INDEX FINGER,middle and index finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::MIDDLE AND RING FINGER,middle and ring finger,3,BODY_PART::RIGHT MIDDLE AND RING FINGER,right middle and ring finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE AND RING FINGER,middle and ring finger,3,BODY_PART::LEFT MIDDLE AND RING FINGER,left middle and ring finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT RING AND MIDDLE FINGER,right ring and middle finger,1,BODY_PART::INDEX AND MIDDLE FINGERS,index and middle fingers,6,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT RING AND MIDDLE FINGER,right ring and middle finger,1,BODY_PART::MIDDLE AND INDEX FINGER,middle and index finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT RING AND MIDDLE FINGER,right ring and middle finger,1,BODY_PART::RIGHT MIDDLE AND RING FINGER,right middle and ring finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::INDEX AND MIDDLE FINGERS,index and middle fingers,6,BODY_PART::MIDDLE AND INDEX FINGER,middle and index finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::INDEX AND MIDDLE FINGERS,index and middle fingers,6,BODY_PART::RIGHT MIDDLE AND RING FINGER,right middle and ring finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::INDEX AND MIDDLE FINGERS,index and middle fingers,6,BODY_PART::LEFT MIDDLE AND RING FINGER,left middle and ring finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE AND INDEX FINGER,middle and index finger,1,BODY_PART::RIGHT MIDDLE AND RING FINGER,right middle and ring finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE AND INDEX FINGER,middle and index finger,1,BODY_PART::LEFT MIDDLE AND RING FINGER,left middle and ring finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::ANKLE,ankle,145,BODY_PART::LEFT ANKLE,left ankle,73,1.0,laterality_strip
BODY_PART,BODY_PART::ANKLE,ankle,145,BODY_PART::RIGHT ANKLE,right ankle,88,1.0,laterality_strip
BODY_PART,BODY_PART::ANKLE,ankle,145,BODY_PART::ANKLES,ankles,1,1.0,exact_normalized
BODY_PART,BODY_PART::LEFT ANKLE,left ankle,73,BODY_PART::ANKLES,ankles,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT ANKLE,right ankle,88,BODY_PART::ANKLES,ankles,1,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT ANKLE JOINT,left ankle joint,11,BODY_PART::ANKLE JOINT,ankle joint,3,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT ANKLE_X000D_,left ankle_x000D_,1,BODY_PART::ANKLE_X000D_,ankle_x000D_,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT ANKLE JOINT,right ankle joint,9,BODY_PART::ANKLE JOINT,ankle joint,3,1.0,laterality_strip
BODY_PART,BODY_PART::ANNULAR,annular,1,BODY_PART::RIGHT ANNULAR,right annular,1,1.0,laterality_strip
BODY_PART,BODY_PART::ARM,arm,97,BODY_PART::RIGHT ARM,right arm,71,1.0,laterality_strip
BODY_PART,BODY_PART::ARM,arm,97,BODY_PART::ARMS,arms,24,1.0,exact_normalized
BODY_PART,BODY_PART::ARM,arm,97,BODY_PART::LEFT ARM,left arm,73,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT ARM,right arm,71,BODY_PART::ARMS,arms,24,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT ARM/ELBOW,right arm/elbow,1,BODY_PART::ARM/ELBOW,arm/elbow,1,1.0,laterality_strip
BODY_PART,BODY_PART::ARMS,arms,24,BODY_PART::LEFT ARM,left arm,73,1.0,laterality_strip
BODY_PART,BODY_PART::BACK,back,199,BODY_PART::MIDDLE LEFT BACK,middle left back,1,1.0,laterality_strip
BODY_PART,BODY_PART::BACK,back,199,BODY_PART::RIGHT BACK,right back,3,1.0,laterality_strip
BODY_PART,BODY_PART::BACK,back,199,BODY_PART::LEFT BACK,left back,1,1.0,laterality_strip
BODY_PART,BODY_PART::BACK SIDE,back side,3,BODY_PART::BACK LEFT SIDE,back left side,1,1.0,laterality_strip
BODY_PART,BODY_PART::BACK OF THE HAND,back of the hand,2,BODY_PART::BACK OF THE RIGHT HAND,back of the right hand,1,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE LEFT BACK,middle left back,1,BODY_PART::LEFT BACK,left back,1,1.0,exact_normalized
BODY_PART,BODY_PART::BACK MUSCLE,Back Muscle,1,BODY_PART::BACK MUSCLES,back muscles,1,1.0,exact_normalized
BODY_PART,BODY_PART::BASE OF HIS THUMB,base of his thumb,1,BODY_PART::BASE OF HIS RIGHT THUMB,base of his right thumb,1,1.0,laterality_strip
BODY_PART,BODY_PART::BASE OF HIS THUMB,base of his thumb,1,BODY_PART::BASE OF HIS LEFT THUMB,base of his left thumb,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT BICEP,right Bicep,2,BODY_PART::BICEP,bicep,4,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT BICEP,right Bicep,2,BODY_PART::BICEPS,biceps,1,1.0,laterality_strip
BODY_PART,BODY_PART::BICEP,bicep,4,BODY_PART::LEFT BICEP,left bicep,3,1.0,laterality_strip
BODY_PART,BODY_PART::BICEP,bicep,4,BODY_PART::BICEPS,biceps,1,1.0,exact_normalized
BODY_PART,BODY_PART::LEFT BICEP,left bicep,3,BODY_PART::BICEPS,biceps,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT BIG TOE,right big toe,2,BODY_PART::BIG TOE,big toe,6,1.0,laterality_strip
BODY_PART,BODY_PART::BIG TOE,big toe,6,BODY_PART::LEFT BIG TOE,left big toe,2,1.0,laterality_strip
BODY_PART,BODY_PART::BOBINES,bobines,2,BODY_PART::BOBINE,bobine,3,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT BOOT,right boot,1,BODY_PART::BOOT,boot,1,1.0,laterality_strip
BODY_PART,BODY_PART::BRIDGE OF HIS NOSE,bridge of his nose,6,BODY_PART::BRIDGE OF HIS  NOSE,bridge of his  nose,1,1.0,exact_normalized
BODY_PART,BODY_PART::BROW,brow,2,BODY_PART::RIGHT BROW,right brow,1,1.0,laterality_strip
BODY_PART,BODY_PART::BUMPER,BUMPER,33,BODY_PART::LEFT BUMPER,left bumper,1,1.0,laterality_strip
BODY_PART,BODY_PART::BUTTOCKS,buttocks,3,BODY_PART::LEFT BUTTOCK,left buttock,1,1.0,laterality_strip
BODY_PART,BODY_PART::BUTTOCKS,buttocks,3,BODY_PART::RIGHT BUTTOCK,right buttock,1,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT CALF,left calf,5,BODY_PART::CALF,calf,6,1.0,laterality_strip
BODY_PART,BODY_PART::CALF,calf,6,BODY_PART::RIGHT CALF,right calf,3,1.0,laterality_strip
BODY_PART,BODY_PART::CANULAR,canular,1,BODY_PART::LEFT CANULAR,left canular,1,1.0,laterality_strip
BODY_PART,BODY_PART::CERVICALS,cervicals,1,BODY_PART::CERVICAL,cervical,1,1.0,exact_normalized
BODY_PART,BODY_PART::CHEST,chest,46,BODY_PART::RIGHT CHEST,right chest,1,1.0,laterality_strip
BODY_PART,BODY_PART::CHEEK,cheek,15,BODY_PART::RIGHT CHEEK,right cheek,8,1.0,laterality_strip
BODY_PART,BODY_PART::CHEEK,cheek,15,BODY_PART::LEFT CHEEK,left cheek,9,1.0,laterality_strip
BODY_PART,BODY_PART::CHEEK,cheek,15,BODY_PART::CHEEKS,cheeks,1,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT CHEEK,right cheek,8,BODY_PART::CHEEKS,cheeks,1,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT CHEEK,left cheek,9,BODY_PART::CHEEKS,cheeks,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT CHEEK BONE,right cheek bone,1,BODY_PART::CHEEK BONE,cheek bone,1,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT CLAVICLE,left clavicle,1,BODY_PART::CLAVICLE,clavicle,1,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT COAT,left coat,5,BODY_PART::COAT,coat,2,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT COAT,right coat,2,BODY_PART::COAT,coat,2,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT COLLAR BONE,left collar bone,1,BODY_PART::COLLAR BONE,collar bone,1,1.0,laterality_strip
BODY_PART,BODY_PART::CROSSHEADS,crossheads,1,BODY_PART::CROSSHEAD,crosshead,1,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT MIDDLE DIGIT,right middle digit,1,BODY_PART::MIDDLE DIGIT,middle digit,1,1.0,laterality_strip
BODY_PART,BODY_PART::DISTAL PHALANGE,distal phalange,2,BODY_PART::DISTAL PHALANGES,distal phalanges,2,1.0,exact_normalized
BODY_PART,BODY_PART::DOOR,door,13,BODY_PART::DOORS,doors,1,1.0,exact_normalized
BODY_PART,BODY_PART::EAR,ear,15,BODY_PART::LEFT EAR,Left ear,18,1.0,laterality_strip
BODY_PART,BODY_PART::EAR,ear,15,BODY_PART::RIGHT EAR,right ear,11,1.0,laterality_strip
BODY_PART,BODY_PART::EAR,ear,15,BODY_PART::EARS,ears,2,1.0,exact_normalized
BODY_PART,BODY_PART::LEFT EAR,Left ear,18,BODY_PART::EARS,ears,2,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT EAR,right ear,11,BODY_PART::EARS,ears,2,1.0,laterality_strip
BODY_PART,BODY_PART::ELBOW,elbow,73,BODY_PART::RIGHT ELBOW,right elbow,22,1.0,laterality_strip
BODY_PART,BODY_PART::ELBOW,elbow,73,BODY_PART::LEFT ELBOW,left elbow,18,1.0,laterality_strip
BODY_PART,BODY_PART::ELBOW,elbow,73,BODY_PART::ELBOWS,elbows,1,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT ELBOW,right elbow,22,BODY_PART::ELBOWS,elbows,1,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT ELBOW,left elbow,18,BODY_PART::ELBOWS,elbows,1,1.0,laterality_strip
BODY_PART,BODY_PART::ELBOW JOINT,elbow joint,3,BODY_PART::RIGHT ELBOW JOINT,right elbow joint,1,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT ELBOW AREA,left elbow area,1,BODY_PART::ELBOW AREA,elbow area,3,1.0,laterality_strip
BODY_PART,BODY_PART::EMBOUTS,embouts,3,BODY_PART::EMBOUT,embout,1,1.0,exact_normalized
BODY_PART,BODY_PART::EYE,eye,189,BODY_PART::LEFT EYE,left eye,92,1.0,laterality_strip
BODY_PART,BODY_PART::EYE,eye,189,BODY_PART::EYES,eyes,60,1.0,exact_normalized
BODY_PART,BODY_PART::EYE,eye,189,BODY_PART::RIGHT EYE,right eye,103,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT EYE,left eye,92,BODY_PART::EYES,eyes,60,1.0,laterality_strip
BODY_PART,BODY_PART::EYES,eyes,60,BODY_PART::RIGHT EYE,right eye,103,1.0,laterality_strip
BODY_PART,BODY_PART::EYELIDS,eyelids,2,BODY_PART::LEFT EYELID,left eyelid,3,1.0,laterality_strip
BODY_PART,BODY_PART::EYELIDS,eyelids,2,BODY_PART::EYELID,eyelid,5,1.0,exact_normalized
BODY_PART,BODY_PART::EYELIDS,eyelids,2,BODY_PART::RIGHT EYELID,right eyelid,3,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT EYELID,left eyelid,3,BODY_PART::EYELID,eyelid,5,1.0,laterality_strip
BODY_PART,BODY_PART::EYELID,eyelid,5,BODY_PART::RIGHT EYELID,right eyelid,3,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT EYEBROW,left eyebrow,14,BODY_PART::EYEBROW,eyebrow,6,1.0,laterality_strip
BODY_PART,BODY_PART::EYEBROW,eyebrow,6,BODY_PART::RIGHT EYEBROW,right eyebrow,11,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT EYE AREA,right eye area,1,BODY_PART::EYE AREA,eye area,2,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT EYE_X000D_,left eye_x000D_,1,BODY_PART::EYE_X000D_,eye_x000D_,3,1.0,laterality_strip
BODY_PART,BODY_PART::EYE_X000D_,eye_x000D_,3,BODY_PART::RIGHT EYE_X000D_,right eye_x000D_,1,1.0,laterality_strip
BODY_PART,BODY_PART::EYE LID,eye lid,1,BODY_PART::EYE LIDS,eye lids,1,1.0,exact_normalized
BODY_PART,BODY_PART::FACE,face,135,BODY_PART::LEFT FACE,left face,2,1.0,laterality_strip
BODY_PART,BODY_PART::FACE,face,135,BODY_PART::RIGHT FACE,right face,2,1.0,laterality_strip
BODY_PART,BODY_PART::FEET,feet,20,BODY_PART::RIGHT FEET,right feet,1,1.0,laterality_strip
BODY_PART,BODY_PART::FEET,feet,20,BODY_PART::LEFT FEET,left feet,2,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT FEMUR,right femur,2,BODY_PART::FEMUR,femur,2,1.0,laterality_strip
BODY_PART,BODY_PART::FEMUR,femur,2,BODY_PART::LEFT FEMUR,left femur,1,1.0,laterality_strip
BODY_PART,BODY_PART::FENDER,fender,10,BODY_PART::LEFT FENDER,left fender,1,1.0,laterality_strip
BODY_PART,BODY_PART::FENDER,fender,10,BODY_PART::FENDERS,fenders,1,1.0,exact_normalized
BODY_PART,BODY_PART::FENDER,fender,10,BODY_PART::RIGHT FENDER,right fender,1,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT FENDER,left fender,1,BODY_PART::FENDERS,fenders,1,1.0,laterality_strip
BODY_PART,BODY_PART::FENDERS,fenders,1,BODY_PART::RIGHT FENDER,right fender,1,1.0,laterality_strip
BODY_PART,BODY_PART::FIBULA,fibula,2,BODY_PART::LEFT FIBULA,left fibula,2,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::MIDDLE FINGER,middle finger,134,1.0,exact_normalized
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::RIGHT FINGER,right finger,10,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::RING FINGER,ring finger,50,1.0,exact_normalized
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::FINGER,finger,224,1.0,exact_normalized
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::LEFT FINGER,left finger,10,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::INDEX FINGER,index finger,107,1.0,exact_normalized
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::LEFT INDEX FINGER,left index finger,44,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::LEFT MIDDLE FINGER,left middle finger,21,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::RIGHT RING FINGER,right ring finger,14,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::MIDDLE RIGHT FINGER,middle right finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::RIGHT INDEX FINGER,Right Index Finger,48,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::RIGHT FINGER RING,right finger ring,2,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::LEFT RING FINGER,left ring finger,25,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::INDEX FINGERS,index fingers,2,1.0,exact_normalized
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::MIDDLE FINGERS,middle fingers,3,1.0,exact_normalized
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::RIGHT INDEX  FINGER,Right index  finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::LEFT FINGERS,left fingers,1,1.0,laterality_strip
BODY_PART,BODY_PART::FINGERS,fingers,41,BODY_PART::RING FINGERS,Ring fingers,2,1.0,exact_normalized
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::RIGHT FINGER,right finger,10,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::RING FINGER,ring finger,50,1.0,exact_normalized
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::FINGER,finger,224,1.0,exact_normalized
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::LEFT FINGER,left finger,10,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::INDEX FINGER,index finger,107,1.0,exact_normalized
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::LEFT INDEX FINGER,left index finger,44,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::LEFT MIDDLE FINGER,left middle finger,21,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::RIGHT RING FINGER,right ring finger,14,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::MIDDLE RIGHT FINGER,middle right finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::RIGHT INDEX FINGER,Right Index Finger,48,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::RIGHT FINGER RING,right finger ring,2,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::LEFT RING FINGER,left ring finger,25,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::INDEX FINGERS,index fingers,2,1.0,exact_normalized
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::MIDDLE FINGERS,middle fingers,3,1.0,exact_normalized
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::RIGHT INDEX  FINGER,Right index  finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::LEFT FINGERS,left fingers,1,1.0,laterality_strip
BODY_PART,BODY_PART::MIDDLE FINGER,middle finger,134,BODY_PART::RING FINGERS,Ring fingers,2,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::RING FINGER,ring finger,50,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::FINGER,finger,224,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::INDEX FINGER,index finger,107,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::RIGHT RING FINGER,right ring finger,14,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::MIDDLE RIGHT FINGER,middle right finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::RIGHT INDEX FINGER,Right Index Finger,48,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::RIGHT FINGER RING,right finger ring,2,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::INDEX FINGERS,index fingers,2,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::MIDDLE FINGERS,middle fingers,3,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::RIGHT INDEX  FINGER,Right index  finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT FINGER,right finger,10,BODY_PART::RING FINGERS,Ring fingers,2,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::FINGER,finger,224,1.0,exact_normalized
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::LEFT FINGER,left finger,10,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::INDEX FINGER,index finger,107,1.0,exact_normalized
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::LEFT INDEX FINGER,left index finger,44,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::LEFT MIDDLE FINGER,left middle finger,21,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::RIGHT RING FINGER,right ring finger,14,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::MIDDLE RIGHT FINGER,middle right finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::RIGHT INDEX FINGER,Right Index Finger,48,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::RIGHT FINGER RING,right finger ring,2,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::LEFT RING FINGER,left ring finger,25,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::INDEX FINGERS,index fingers,2,1.0,exact_normalized
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::MIDDLE FINGERS,middle fingers,3,1.0,exact_normalized
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::RIGHT INDEX  FINGER,Right index  finger,1,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::LEFT FINGERS,left fingers,1,1.0,laterality_strip
BODY_PART,BODY_PART::RING FINGER,ring finger,50,BODY_PART::RING FINGERS,Ring fingers,2,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,BODY_PART::FINGER,finger,224,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,BODY_PART::INDEX FINGER,index finger,107,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,BODY_PART::RIGHT RING FINGER,right ring finger,14,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,BODY_PART::MIDDLE RIGHT FINGER,middle right finger,1,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,BODY_PART::RIGHT INDEX FINGER,Right Index Finger,48,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,BODY_PART::RIGHT FINGER RING,right finger ring,2,1.0,exact_normalized
BODY_PART,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,BODY_PART::INDEX FINGERS,index fingers,2,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT MIDDLE FINGER,right middle finger,22,BODY_PART::MIDDLE FINGERS,middle fingers,3,1.0,laterality_strip
