entity_type,entity_a_id,entity_a_value,entity_a_degree,entity_b_id,entity_b_value,entity_b_degree,similarity_score,merge_rule
BODY_PART,BODY_PART::LEFT TOP,left top,1,BODY_PART::TOP,Top,4,1.0,laterality_strip
BODY_PART,BODY_PART::TRAILING LEFT HAND,trailing left hand,1,BODY_PART::TRAILING HAND,Trailing hand,1,1.0,laterality_strip
BODY_PART,BODY_PART::TRUNNION,trunnion,1,BODY_PART::TRUNNIONS,trunnions,1,1.0,exact_normalized
BODY_PART,BODY_PART::UMBILICAL,umbilical,19,BODY_PART::UMBILICALS,Umbilicals,1,1.0,exact_normalized
BODY_PART,BODY_PART::LEFT UNDERLEG,left underleg,2,BODY_PART::UNDERLEG,underleg,2,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER SHOULDER,upper shoulder,1,BODY_PART::UPPER LEFT SHOULDER,upper left shoulder,4,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER SHOULDER,upper shoulder,1,BODY_PART::RIGHT UPPER SHOULDER,right upper shoulder,1,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER LIP,upper lip,22,BODY_PART::UPPER LIPS,upper lips,2,1.0,exact_normalized
BODY_PART,BODY_PART::UPPER LIP,upper lip,22,BODY_PART::LEFT UPPER LIP,left upper lip,1,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER LEFT ARM,upper left arm,3,BODY_PART::LEFT UPPER ARM,left upper arm,2,1.0,exact_normalized
BODY_PART,BODY_PART::UPPER LEFT ARM,upper left arm,3,BODY_PART::UPPER ARM,upper arm,6,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER LEFT LEG,upper left leg,2,BODY_PART::UPPER LEG,upper leg,1,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER LEFT LEG,upper left leg,2,BODY_PART::LEFT UPPER LEG,left upper leg,1,1.0,exact_normalized
BODY_PART,BODY_PART::UPPER BODY,upper body,10,BODY_PART::LEFT UPPER BODY,left upper body,1,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT UPPER ARM,left upper arm,2,BODY_PART::UPPER ARM,upper arm,6,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER ARM,upper arm,6,BODY_PART::UPPER RIGHT ARM,upper right arm,1,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER ARM,upper arm,6,BODY_PART::RIGHT UPPER ARM,right upper arm,3,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT UPPER THIGH,right upper thigh,3,BODY_PART::UPPER THIGH,upper thigh,1,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER LIPS,upper lips,2,BODY_PART::LEFT UPPER LIP,left upper lip,1,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER CHEST,upper chest,2,BODY_PART::RIGHT UPPER CHEST,right upper chest,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT UPPER LEG,right upper leg,2,BODY_PART::UPPER LEG,upper leg,1,1.0,laterality_strip
BODY_PART,BODY_PART::LEFT UPPER FOOT,left upper foot,1,BODY_PART::UPPER FOOT,upper foot,1,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER THIGH,upper thigh,1,BODY_PART::UPPER LEFT THIGH,upper left thigh,2,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER LEG,upper leg,1,BODY_PART::LEFT UPPER LEG,left upper leg,1,1.0,laterality_strip
BODY_PART,BODY_PART::UPPER RIGHT ARM,upper right arm,1,BODY_PART::RIGHT UPPER ARM,right upper arm,3,1.0,exact_normalized
BODY_PART,BODY_PART::WHEELS,wheels,3,BODY_PART::WHEEL,wheel,6,1.0,exact_normalized
BODY_PART,BODY_PART::WHEELS,wheels,3,BODY_PART::RIGHT WHEEL,right wheel,1,1.0,laterality_strip
BODY_PART,BODY_PART::WHEEL,wheel,6,BODY_PART::RIGHT WHEEL,right wheel,1,1.0,laterality_strip
BODY_PART,BODY_PART::WING,wing,11,BODY_PART::WINGS,wings,2,1.0,exact_normalized
BODY_PART,BODY_PART::WING,wing,11,BODY_PART::RIGHT WING,right wing,1,1.0,laterality_strip
BODY_PART,BODY_PART::WINGS,wings,2,BODY_PART::RIGHT WING,right wing,1,1.0,laterality_strip
BODY_PART,BODY_PART::WRIST,wrist,93,BODY_PART::LEFT WRIST,left wrist,31,1.0,laterality_strip
BODY_PART,BODY_PART::WRIST,wrist,93,BODY_PART::RIGHT WRIST,right wrist,32,1.0,laterality_strip
BODY_PART,BODY_PART::WRIST,wrist,93,BODY_PART::WRISTS,wrists,3,1.0,exact_normalized
BODY_PART,BODY_PART::LEFT WRIST,left wrist,31,BODY_PART::WRISTS,wrists,3,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT WRIST AREA,right wrist area,2,BODY_PART::WRIST AREA,wrist area,1,1.0,laterality_strip
BODY_PART,BODY_PART::RIGHT WRIST,right wrist,32,BODY_PART::WRISTS,wrists,3,1.0,laterality_strip
BODY_PART,BODY_PART::PASSENGERSIDE FRONT WINDOW,passengerside front window,1,BODY_PART::PASSENGER SIDE FRONT WINDOW,passenger side front window,1,0.9811,near_exact
BODY_PART,BODY_PART::LEFT-HAND FOREFINGER,left-hand forefinger,4,BODY_PART::LEFT- HAND FOREFINGER,left- hand forefinger,1,0.9756,near_exact
BODY_PART,BODY_PART::DRIVERS SIDE WINDOW,drivers side window,1,BODY_PART::DRIVER SIDE WINDOW,driver side window,1,0.973,near_exact
BODY_PART,BODY_PART::FIRST LEFT HAND FINGER,first left hand finger,1,BODY_PART::FIRST AND MIDDLE FINGER,first and middle finger,1,0.9697,laterality_strip
BODY_PART,BODY_PART::LEFT HAND 1-ST FINGER,left hand 1-st finger,1,BODY_PART::LEFT HAND 1ST FINGER,left hand 1st finger,1,0.9677,near_exact
BODY_PART,BODY_PART::LEFT-HAND MIDDLE FINGER,left-hand middle finger,3,BODY_PART::LEFTHAND FINGER,lefthand finger,1,0.9677,near_exact
BODY_PART,BODY_PART::LEFTHAND FINGER,lefthand finger,1,BODY_PART::LEFT-HAND FINGER,left-hand finger,1,0.9677,near_exact
BODY_PART,BODY_PART::LEFTHAND FINGER,lefthand finger,1,BODY_PART::LEFT-HAND RING FINGER,left-hand ring finger,1,0.9677,near_exact
BODY_PART,BODY_PART::LEFTHAND FINGER,lefthand finger,1,BODY_PART::LEFT-HAND INDEX FINGER,left-hand index finger,3,0.9677,near_exact
BODY_PART,BODY_PART::ELEPHANTS FEET,elephants feet,1,BODY_PART::ELEPHANT FEET,ELEPHANT FEET,2,0.963,near_exact
BODY_PART,BODY_PART::DRIVERS SIDE,drivers side,4,BODY_PART::DRIVER'S SIDE,driver's side,1,0.96,near_exact
BODY_PART,BODY_PART::DRIVERS SIDE,drivers side,4,BODY_PART::DRIVER’S SIDE,driver’s side,1,0.96,near_exact
BODY_PART,BODY_PART::LOWER EYELID,lower eyelid,3,BODY_PART::LEFT LOWER EYE LID,left lower eye lid,1,0.96,laterality_strip
BODY_PART,BODY_PART::MONKEYS FIST,monkeys fist,2,BODY_PART::MONKEY’S FIST,monkey’s fist,1,0.96,near_exact
BODY_PART,BODY_PART::LEFT UPPER EYE LID,Left Upper Eye Lid,1,BODY_PART::LEFT UPPER EYELID,left upper eyelid,2,0.96,near_exact
BODY_PART,BODY_PART::LEFT WRIST_X000D_,Left wrist_x000D_,1,BODY_PART::WRISTS_X000D_,wrists_x000D_,1,0.96,laterality_strip
BODY_PART,BODY_PART::PASSENGER-SIDE TAILLIGHT,passenger-side taillight,1,BODY_PART::PASSENGER SIDE TAILLIGHT,passenger side taillight,1,0.9583,near_exact
BODY_PART,BODY_PART::CONJUNCTIVA,conjunctiva,1,BODY_PART::CONJUNCTIVAE,conjunctivae,1,0.9565,near_exact
BODY_PART,BODY_PART::DRIVER SIDE,driver side,7,BODY_PART::DRIVERS SIDE,drivers side,4,0.9565,near_exact
BODY_PART,BODY_PART::LOWER SIDE OF THE BACK,lower side of the back,1,BODY_PART::LOWER RIGHT SIDE OF THEIR BACK,lower right side of their back,1,0.9565,laterality_strip
BODY_PART,BODY_PART::FINGERNAIL,fingernail,3,BODY_PART::FINGER NAIL,finger nail,2,0.9524,near_exact
BODY_PART,BODY_PART::FINGERNAIL,fingernail,3,BODY_PART::FINGER NAILS,finger nails,1,0.9524,near_exact
BODY_PART,BODY_PART::FOREFINGER,forefinger,3,BODY_PART::FORE FINGER,fore finger,1,0.9524,near_exact
BODY_PART,BODY_PART::FORE FINGER,fore finger,1,BODY_PART::LEFT FOREFINGER,left forefinger,2,0.9524,laterality_strip
BODY_PART,BODY_PART::FORE FINGER,fore finger,1,BODY_PART::RIGHT FOREFINGER,right forefinger,1,0.9524,laterality_strip
BODY_PART,BODY_PART::LEFT HAND WRIST,left hand wrist,4,BODY_PART::HAND/ WRIST,hand/ wrist,1,0.9524,laterality_strip
BODY_PART,BODY_PART::RIGHT HAND/ WRIST,right hand/ wrist,1,BODY_PART::HAND WRIST,hand wrist,1,0.9524,laterality_strip
BODY_PART,BODY_PART::RIGHT HAND/ WRIST,right hand/ wrist,1,BODY_PART::RIGHT HAND WRIST,right hand wrist,4,0.9524,near_exact
BODY_PART,BODY_PART::HAND WRIST,hand wrist,1,BODY_PART::HAND/ WRIST,hand/ wrist,1,0.9524,near_exact
BODY_PART,BODY_PART::RIGHT HAND WRIST,right hand wrist,4,BODY_PART::HAND/ WRIST,hand/ wrist,1,0.9524,laterality_strip
BODY_PART,BODY_PART::M?O DIREITA,m?o direita,4,BODY_PART::M?O DIRETA,m?o direta,1,0.9524,near_exact
BODY_PART,BODY_PART::RIGHT CHEEK BONE,right cheek bone,1,BODY_PART::CHEEKBONE,cheekbone,1,0.9474,laterality_strip
BODY_PART,BODY_PART::CHEEK BONE,cheek bone,1,BODY_PART::CHEEKBONE,cheekbone,1,0.9474,jaro_winkler
BODY_PART,BODY_PART::CHIN STRAP,chin strap,1,BODY_PART::CHINSTRAP,chinstrap,1,0.9474,jaro_winkler
BODY_PART,BODY_PART::COBRA HEAD,Cobra head,7,BODY_PART::COBRAHEAD,cobrahead,1,0.9474,jaro_winkler
BODY_PART,BODY_PART::CROSS BODY,cross body,1,BODY_PART::CROSSBODY,crossbody,2,0.9474,jaro_winkler
BODY_PART,BODY_PART::FINGER TIP,Finger tip,2,BODY_PART::FINGERTIP,fingertip,4,0.9474,jaro_winkler
BODY_PART,BODY_PART::FINGER TIP,Finger tip,2,BODY_PART::FINGERTIPS,fingertips,1,0.9474,jaro_winkler
BODY_PART,BODY_PART::FINGERTIP,fingertip,4,BODY_PART::LEFT MIDDLE FINGER TIP,left middle finger tip,1,0.9474,laterality_strip
BODY_PART,BODY_PART::FINGERTIP,fingertip,4,BODY_PART::RING FINGER TIPS,ring finger tips,1,0.9474,jaro_winkler
BODY_PART,BODY_PART::FINGERTIPS,fingertips,1,BODY_PART::LEFT MIDDLE FINGER TIP,left middle finger tip,1,0.9474,laterality_strip
BODY_PART,BODY_PART::FINGERTIPS,fingertips,1,BODY_PART::RING FINGER TIPS,ring finger tips,1,0.9474,jaro_winkler
BODY_PART,BODY_PART::GUARD RAIL,guard rail,4,BODY_PART::GUARDRAIL,GUARDRAIL,2,0.9474,jaro_winkler
BODY_PART,BODY_PART::LOWER LIP,lower lip,14,BODY_PART::LEFT LOWER LIMP,left lower limp,1,0.9474,laterality_strip
BODY_PART,BODY_PART::LEFT LOWER LIMP,left lower limp,1,BODY_PART::LOWER LIPS,lower lips,1,0.9474,laterality_strip
BODY_PART,BODY_PART::MID-FINGER,mid-finger,1,BODY_PART::MIDFINGER,midfinger,1,0.9474,jaro_winkler
BODY_PART,BODY_PART::MIDFINGER,midfinger,1,BODY_PART::MID FINGER,mid finger,1,0.9474,jaro_winkler
BODY_PART,BODY_PART::TAILSTOCK,tailstock,2,BODY_PART::TAIL STOCK,tail stock,2,0.9474,jaro_winkler
BODY_PART,BODY_PART::TAILLIGHT,taillight,4,BODY_PART::TAIL LIGHT,tail light,4,0.9474,jaro_winkler
BODY_PART,BODY_PART::THUMB NAIL,thumb nail,2,BODY_PART::THUMBNAIL,thumbnail,1,0.9474,jaro_winkler
BODY_PART,BODY_PART::RIGHT THUMB NAIL,right thumb nail,1,BODY_PART::THUMBNAIL,thumbnail,1,0.9474,laterality_strip
BODY_PART,BODY_PART::THUMBNAIL,thumbnail,1,BODY_PART::LEFT THUMB NAIL,left thumb nail,1,0.9474,laterality_strip
BODY_PART,BODY_PART::UPPER AND LOWER LID,upper and lower lid,1,BODY_PART::UPPER AND LOWER LIPS,upper and lower lips,1,0.9474,jaro_winkler
BODY_PART,BODY_PART::RIGHT SIDE OF THEIR CHEST,right side of their chest,1,BODY_PART::RIGHT SIDE OF THE CHEST,right side of the chest,1,0.9444,jaro_winkler
BODY_PART,BODY_PART::RIGHT SIDE OF THEIR CHEST,right side of their chest,1,BODY_PART::SIDE OF THE CHEST,side of the chest,1,0.9444,laterality_strip
BODY_PART,BODY_PART::BACKSIDE,backside,2,BODY_PART::BACK SIDE,back side,3,0.9412,jaro_winkler
BODY_PART,BODY_PART::BACKSIDE,backside,2,BODY_PART::BACK LEFT SIDE,back left side,1,0.9412,laterality_strip
BODY_PART,BODY_PART::BACK OF THE HEAD,back of the head,3,BODY_PART::BACK OF THEIR HEAD,back of their head,2,0.9412,jaro_winkler
BODY_PART,BODY_PART::FOREHEAD,forehead,82,BODY_PART::FORE HEAD,fore head,1,0.9412,jaro_winkler
BODY_PART,BODY_PART::LEFT FOREHEAD,left forehead,5,BODY_PART::FORE HEAD,fore head,1,0.9412,laterality_strip
BODY_PART,BODY_PART::FORE HEAD,fore head,1,BODY_PART::RIGHT FOREHEAD,right forehead,1,0.9412,laterality_strip
BODY_PART,BODY_PART::HAIRLINE,hairline,1,BODY_PART::HAIR LINE,hair line,1,0.9412,jaro_winkler
BODY_PART,BODY_PART::HERE HAND,here hand,1,BODY_PART::HER HAND,Her hand,1,0.9412,jaro_winkler
BODY_PART,BODY_PART::OVERHEAD,overhead,1,BODY_PART::OVER HEAD,over head,1,0.9412,jaro_winkler
BODY_PART,BODY_PART::PUP JOINT,PUP joint,4,BODY_PART::PUPJOINT,pupjoint,1,0.9412,jaro_winkler
BODY_PART,BODY_PART::RIGHT SHIN BONES,right shin bones,1,BODY_PART::SHINBONE,shinbone,2,0.9412,laterality_strip
BODY_PART,BODY_PART::RIGHT SHIN BONES,right shin bones,1,BODY_PART::RIGHT SHINBONE,right shinbone,1,0.9412,jaro_winkler
BODY_PART,BODY_PART::LEFT SHIN BONE,left shin bone,1,BODY_PART::SHINBONE,shinbone,2,0.9412,laterality_strip
BODY_PART,BODY_PART::TAILGATE,tailgate,15,BODY_PART::TAIL GATE,tail gate,2,0.9412,jaro_winkler
BODY_PART,BODY_PART::TAILPIPE,tailpipe,1,BODY_PART::TAIL PIPE,tail pipe,1,0.9412,jaro_winkler
BODY_PART,BODY_PART::VERTEBRA,vertebra,2,BODY_PART::VERTEBRAE,vertebrae,1,0.9412,jaro_winkler
BODY_PART,BODY_PART::BACK OF HIS RIGHT HAND,back of his right hand,2,BODY_PART::BACK OF HIS HEAD,back of his head,12,0.9375,laterality_strip
BODY_PART,BODY_PART::BACK OF THE HAND,back of the hand,2,BODY_PART::BACK OF THE HEAD,back of the head,3,0.9375,jaro_winkler
BODY_PART,BODY_PART::BACK OF THE HEAD,back of the head,3,BODY_PART::BACK OF THE RIGHT HAND,back of the right hand,1,0.9375,laterality_strip
BODY_PART,BODY_PART::TOP OF THEIR FOOT,top of their foot,1,BODY_PART::TOP OF THE FOOT,top of the foot,4,0.9375,jaro_winkler
BODY_PART,BODY_PART::BACK LEG,back leg,1,BODY_PART::BACKLEG,backleg,1,0.9333,jaro_winkler
BODY_PART,BODY_PART::RIGHT EAR LOBE,right ear lobe,2,BODY_PART::EARLOBE,earlobe,1,0.9333,laterality_strip
BODY_PART,BODY_PART::EYEBROW,eyebrow,6,BODY_PART::RIGHT EYE BROW,right eye brow,1,0.9333,laterality_strip
BODY_PART,BODY_PART::RIGHT EYE BROW,right eye brow,1,BODY_PART::RIGHT EYEBROW,right eyebrow,11,0.9333,jaro_winkler
BODY_PART,BODY_PART::LEFT FOREARM,left forearm,40,BODY_PART::FORE ARM,fore arm,2,0.9333,laterality_strip
BODY_PART,BODY_PART::RIGHT FOREARM,right forearm,33,BODY_PART::FORE ARM,fore arm,2,0.9333,laterality_strip
BODY_PART,BODY_PART::FOREHEAD,forehead,82,BODY_PART::FORHEAD,forhead,1,0.9333,jaro_winkler
BODY_PART,BODY_PART::FOREARM,forearm,45,BODY_PART::FORE ARM,fore arm,2,0.9333,jaro_winkler
BODY_PART,BODY_PART::FORE ARM,fore arm,2,BODY_PART::FOREARMS,forearms,7,0.9333,jaro_winkler
BODY_PART,BODY_PART::LEFT FOREHEAD,left forehead,5,BODY_PART::FORHEAD,forhead,1,0.9333,laterality_strip
BODY_PART,BODY_PART::RIGHT FOREHEAD,right forehead,1,BODY_PART::FORHEAD,forhead,1,0.9333,laterality_strip
BODY_PART,BODY_PART::RIGHT HAND 5TH FINGER,right hand 5th finger,1,BODY_PART::RIGHT HAND 4TH FINGER,right hand 4th finger,1,0.9333,jaro_winkler
BODY_PART,BODY_PART::HARD HAT,hard hat,2,BODY_PART::HARDHAT,hardhat,3,0.9333,jaro_winkler
BODY_PART,BODY_PART::KNEE CAP,Knee cap,3,BODY_PART::KNEECAP,kneecap,1,0.9333,jaro_winkler
BODY_PART,BODY_PART::REAREND,rearend,2,BODY_PART::REAR END,rear end,6,0.9333,jaro_winkler
BODY_PART,BODY_PART::REAREND,rearend,2,BODY_PART::REAR-END,rear-end,1,0.9333,jaro_winkler
BODY_PART,BODY_PART::REAREND,rearend,2,BODY_PART::LEFT REAR END,left rear end,1,0.9333,laterality_strip
BODY_PART,BODY_PART::RIBCAGE,ribcage,3,BODY_PART::RIB CAGE,rib cage,5,0.9333,jaro_winkler
BODY_PART,BODY_PART::RIB CAGE,rib cage,5,BODY_PART::RIGHT RIBCAGE,right ribcage,1,0.9333,laterality_strip
BODY_PART,BODY_PART::SLEEPER,sleeper,3,BODY_PART::SLEEPLER,sleepler,1,0.9333,jaro_winkler
BODY_PART,BODY_PART::TOP OF HIS RIGHT HAND,top of his right hand,1,BODY_PART::TOP OF HIS HEAD,top of his head,3,0.9333,laterality_strip
BODY_PART,BODY_PART::HEAD / SHOULDER,head / shoulder,1,BODY_PART::HEAD/SHOULDER,head/shoulder,1,0.9286,jaro_winkler
BODY_PART,BODY_PART::LEFT-HAND HUB,left-hand hub,1,BODY_PART::LEFT-HAND THUMB,left-hand thumb,4,0.9286,jaro_winkler
BODY_PART,BODY_PART::RIGHT POINTER FINGER,right pointer finger,2,BODY_PART::POINTED FINGER,pointed finger,1,0.9286,laterality_strip
BODY_PART,BODY_PART::POINTER FINGER,pointer finger,3,BODY_PART::POINTED FINGER,pointed finger,1,0.9286,jaro_winkler
BODY_PART,BODY_PART::POINTED FINGER,pointed finger,1,BODY_PART::LEFT POINTER FINGER,left pointer finger,1,0.9286,laterality_strip
BODY_PART,BODY_PART::SIDE/BACK AREA,side/back area,1,BODY_PART::LEFT SIDE BACK AREA,left side back area,1,0.9286,laterality_strip
BODY_PART,BODY_PART::RIGHT TIBIAL PLAETAU,right Tibial Plaetau,1,BODY_PART::TIBIAL PLATEAU,tibial plateau,1,0.9286,laterality_strip
BODY_PART,BODY_PART::UPPER HIP AREA,upper hip area,1,BODY_PART::UPPER LIP AREA,upper lip area,1,0.9286,jaro_winkler
BODY_PART,BODY_PART::DRIVER'S SIDE,driver's side,1,BODY_PART::DRIVER’S SIDE,driver’s side,1,0.9231,jaro_winkler
BODY_PART,BODY_PART::EYELIDS,eyelids,2,BODY_PART::EYE LID,eye lid,1,0.9231,jaro_winkler
BODY_PART,BODY_PART::EYELIDS,eyelids,2,BODY_PART::EYE LIDS,eye lids,1,0.9231,jaro_winkler
BODY_PART,BODY_PART::LEFT EYELID,left eyelid,3,BODY_PART::EYE LID,eye lid,1,0.9231,laterality_strip
BODY_PART,BODY_PART::LEFT EYELID,left eyelid,3,BODY_PART::EYE LIDS,eye lids,1,0.9231,laterality_strip
BODY_PART,BODY_PART::EYELID,eyelid,5,BODY_PART::EYE LID,eye lid,1,0.9231,jaro_winkler
BODY_PART,BODY_PART::EYELID,eyelid,5,BODY_PART::EYE LIDS,eye lids,1,0.9231,jaro_winkler
BODY_PART,BODY_PART::RIGHT EYELID,right eyelid,3,BODY_PART::EYE LID,eye lid,1,0.9231,laterality_strip
BODY_PART,BODY_PART::RIGHT EYELID,right eyelid,3,BODY_PART::EYE LIDS,eye lids,1,0.9231,laterality_strip
BODY_PART,BODY_PART::FIRST FINGER,first finger,10,BODY_PART::FIRST 4-FINGERS,first 4-fingers,1,0.9231,jaro_winkler
BODY_PART,BODY_PART::GLUTEUS,gluteus,1,BODY_PART::GLUTEUM,gluteum,1,0.9231,jaro_winkler
BODY_PART,BODY_PART::RIGHT GLUTEUS,right gluteus,1,BODY_PART::GLUTEUM,gluteum,1,0.9231,laterality_strip
BODY_PART,BODY_PART::PAD EYE,pad eye,4,BODY_PART::PADEYE,padeye,1,0.9231,jaro_winkler
BODY_PART,BODY_PART::PAD EYES,pad eyes,2,BODY_PART::PADEYE,padeye,1,0.9231,jaro_winkler
BODY_PART,BODY_PART::DRIVER SIDE,driver side,7,BODY_PART::DRIVER'S SIDE,driver's side,1,0.9167,jaro_winkler
BODY_PART,BODY_PART::DRIVER SIDE,driver side,7,BODY_PART::DRIVER’S SIDE,driver’s side,1,0.9167,jaro_winkler
BODY_PART,BODY_PART::LEFT SID EOF NECK,left sid eof neck,1,BODY_PART::LEFT SIDE OF NECK,left side of neck,1,0.9167,jaro_winkler
BODY_PART,BODY_PART::THIRD FINGER OF THE RIGHT HAND,third finger of the right hand,1,BODY_PART::THIRD FINGER OF HIS RIGHT HAND,third finger of his right hand,1,0.9167,jaro_winkler
BODY_PART,BODY_PART::SIDE OF THE HEAD,side of the head,1,BODY_PART::LEFT SIDE OF THE IP HEAD,left side of the IP head,1,0.9143,laterality_strip
BODY_PART,BODY_PART::LEFT SIDE OF THE IP HEAD,left side of the IP head,1,BODY_PART::LEFT SIDE OF THE HEAD,left side of the head,1,0.9143,jaro_winkler
BODY_PART,BODY_PART::LEFT ANKLE JOINT,left ankle joint,11,BODY_PART::ANKLE-JOINT,ankle-joint,1,0.9091,laterality_strip
BODY_PART,BODY_PART::RIGHT ANKLE JOINT,right ankle joint,9,BODY_PART::ANKLE-JOINT,ankle-joint,1,0.9091,laterality_strip
BODY_PART,BODY_PART::ANKLE JOINT,ankle joint,3,BODY_PART::ANKLE-JOINT,ankle-joint,1,0.9091,jaro_winkler
BODY_PART,BODY_PART::BOBIN,bobin,2,BODY_PART::BOBINES,bobines,2,0.9091,jaro_winkler
BODY_PART,BODY_PART::BOBIN,bobin,2,BODY_PART::BOBINE,bobine,3,0.9091,jaro_winkler
BODY_PART,BODY_PART::FRONT RIGHT SIDE,front right side,1,BODY_PART::FRONTAL SIDE,frontal side,1,0.9091,laterality_strip
BODY_PART,BODY_PART::GLUTE,glute,1,BODY_PART::GLUTEUS,gluteus,1,0.9091,jaro_winkler
BODY_PART,BODY_PART::GLUTE,glute,1,BODY_PART::RIGHT GLUTEUS,right gluteus,1,0.9091,laterality_strip
BODY_PART,BODY_PART::H?YDEN,h?yden,1,BODY_PART::H?YDE,h?yde,1,0.9091,jaro_winkler
BODY_PART,BODY_PART::MIDDLE LEFT HAND FINGER,middle left hand finger,2,BODY_PART::HAND/FINGERS,hand/fingers,1,0.9091,laterality_strip
BODY_PART,BODY_PART::LEFT HAND FINGER,left hand finger,10,BODY_PART::HAND/FINGERS,hand/fingers,1,0.9091,laterality_strip
BODY_PART,BODY_PART::RIGHT HAND FINGER,right hand finger,8,BODY_PART::HAND/FINGERS,hand/fingers,1,0.9091,laterality_strip
BODY_PART,BODY_PART::RIGHT HAND INDEX FINGER,right hand index finger,2,BODY_PART::HAND/FINGERS,hand/fingers,1,0.9091,laterality_strip
BODY_PART,BODY_PART::RIGHT HAND RING FINGER,Right hand ring finger,4,BODY_PART::HAND/FINGERS,hand/fingers,1,0.9091,laterality_strip
BODY_PART,BODY_PART::RIGHT HAND FINGERS,right hand fingers,2,BODY_PART::HAND/FINGERS,hand/fingers,1,0.9091,laterality_strip
BODY_PART,BODY_PART::LEFT HAND MIDDLE FINGER,left hand middle finger,2,BODY_PART::HAND/FINGERS,hand/fingers,1,0.9091,laterality_strip
BODY_PART,BODY_PART::LEFT HAND INDEX FINGER,left hand index finger,3,BODY_PART::HAND/FINGERS,hand/fingers,1,0.9091,laterality_strip
BODY_PART,BODY_PART::LEFT HAND RING FINGER,left hand ring finger,1,BODY_PART::HAND/FINGERS,hand/fingers,1,0.9091,laterality_strip
BODY_PART,BODY_PART::L?KKE,l?kke,1,BODY_PART::L?KKEN,l?kken,1,0.9091,jaro_winkler
BODY_PART,BODY_PART::LOWER LEFT SIDE OF HIS BACK,lower left side of his back,2,BODY_PART::LOWER SIDE OF THE BACK,lower side of the back,1,0.9091,laterality_strip
BODY_PART,BODY_PART::LOWER SIDE OF THE BACK,lower side of the back,1,BODY_PART::LEFT LOWER SIDE OF HIS BACK,left lower side of his back,1,0.9091,laterality_strip
BODY_PART,BODY_PART::LEFT MID-FOREARM,left mid-forearm,1,BODY_PART::MID LEFT FOREARM,mid left forearm,1,0.9091,jaro_winkler
BODY_PART,BODY_PART::PALLEN,pallen,3,BODY_PART::PALLE,palle,1,0.9091,jaro_winkler
BODY_PART,BODY_PART::PALLE,palle,1,BODY_PART::PALLET,PALLET,2,0.9091,jaro_winkler
BODY_PART,BODY_PART::PELVIS AREA,pelvis area,1,BODY_PART::PELVIC AREA,pelvic area,1,0.9091,jaro_winkler
BODY_PART,BODY_PART::PELVIC,pelvic,1,BODY_PART::PELVIS,pelvis,1,0.9091,jaro_winkler
BODY_PART,BODY_PART::PELVIC,pelvic,1,BODY_PART::LEFT PELVIS,left pelvis,1,0.9091,laterality_strip
BODY_PART,BODY_PART::THUMB_000D,thumb_000D,1,BODY_PART::LEFT THUMB_X000D_,left thumb_x000D_,1,0.9091,laterality_strip
BODY_PART,BODY_PART::THUMB_000D,thumb_000D,1,BODY_PART::THUMB_X000D_,thumb_x000D_,1,0.9091,jaro_winkler
BODY_PART,BODY_PART::UPPER BRIDGE OF THE NOSE,upper bridge of the nose,1,BODY_PART::UPPER LEFT BRIDGE OF NOSE,upper left bridge of nose,1,0.9091,laterality_strip
BODY_PART,BODY_PART::FIFTH METACARPAL BONE,fifth metacarpal bone,1,BODY_PART::FIFTH METATARSAL BONE,fifth metatarsal bone,1,0.9048,jaro_winkler
BODY_PART,BODY_PART::RIGHT HAND SIDE OF HIS FACE,right hand side of his face,1,BODY_PART::RIGHT HAND SIDE OF THE FACE,right hand side of the face,1,0.9048,jaro_winkler
BODY_PART,BODY_PART::4TH FINGER OF THE RIGHT HAND,4th finger of the right hand,2,BODY_PART::4TH FINGER OF RIGHT HAND,4th finger of right hand,1,0.9,jaro_winkler
BODY_PART,BODY_PART::FRONT PASSENGER TIRE,front passenger tire,1,BODY_PART::FRONT PASSENGER SIDE,front passenger side,1,0.9,jaro_winkler
BODY_PART,BODY_PART::FRONT TIRE,front tire,2,BODY_PART::FRONT LEFT TYRE,front left tyre,1,0.9,laterality_strip
BODY_PART,BODY_PART::FRONT TIRE,front tire,2,BODY_PART::LEFT FRONT TYRE,Left Front Tyre,1,0.9,laterality_strip
BODY_PART,BODY_PART::FRONT LEFT TYRE,front left tyre,1,BODY_PART::FRONT LEFT TIRE,front left tire,4,0.9,jaro_winkler
