id_l,id_r,type,title_l,title_r,score,nums_l,nums_r,num_jaccard,block_key
5fc1bc6c-12e0-4543-ad2d-89c4a74cb2dd,a0dbe5a8-1692-4446-b7c7-9946ede49829,INCIDENT_TYPE,NEAR MISS 608199 - NM - FLEXIBRAS A?U - PRINCÍPIO DE INCÊNDIO EM TRAPO CONTAMINADO DE THINNER DURANTE ATIVIDADE DE SOLDA MIG (MELHORIA) NA SP-23,NEAR MISS 608199 - NM - FLEXIBRAS A?U PRINCIPIO DE INCENDIO EM TRAPO CONTAMINADO DE THINNER DURANTE ATIVIDADE DE SOLDA MIG (MELHORIA) NA SP-23,0.9846153846153847,608199|23,608199|23,1.0,INCIDENT_TYPE|NEAR|34
fce16029-cf0b-45c3-9664-9b865f690f0d,2950d3ec-275a-4856-b1cc-72af1c057e00,INCIDENT_TYPE,NEAR MISS 626144 - QUASE ACIDENTE - ROMPIMENTO DO ELO DA CORRENTE DE AMMARA??O E ABALROAMENTO DA PONTINHA DA LINHA COM CONECTOR SOBRE VIRADOR,NEAR MISS 626144 - QUASE ACIDENTE - ROMPIMENTO DO ELO DA CORRENTE DE AMARRAGE O E ABALROAMENTO DA PONTDA DA LINHA COM CONECTOR SOBRE VIRADOR,0.9692307692307692,626144,626144,1.0,INCIDENT_TYPE|NEAR|34
53796f3c-813c-48e8-b3bb-334056e33c1a,693a1fea-1c00-468b-b59e-21fda875ea2e,INCIDENT_TYPE,NEAR MISS 633512 - NON-TFMC OWNED - NEAR MISS - NOBLE LEVIATHAN - BOURBON EMERALD (JSV) - 24 APRIL 2019 - MAIN BLOCK OF THE CRANE CONTACTED THE WHIP LINE,NEAR MISS 633512 - NON-TFMC OWNED NEAR MISS - NOBLE LEVIATHAN - BOURBON EMERALD (JSV) - 24 APRIL 2019 - MAIN BLOCK OF THE CRANE CONTACTED THE WHIP LINE,1.0,633512|24|2019,633512|24|2019,1.0,INCIDENT_TYPE|NEAR|34
dc1a54a0-2354-423d-8683-3b574e7f0d8f,728376bd-9645-4750-ba4f-ffc3ceb7b842,LOCATION,BRAZIL PONTAL DO PARANÁ,BRAZIL PONTAL DO PARANA,0.9565217391304348,,,1.0,LOCATION|BRAZIL|5
a7643c4e-c5a4-4163-8d9f-589d3fa89d14,71a3283e-3c7d-462a-bbc6-df3470da52d1,EQUIPMENT,PROPANE BOTTLES,PROPANE BOTTLE,0.9655172413793103,,,1.0,EQUIPMENT|PROPANE|3
33c7b1e1-330a-4986-bd98-a50fd6958292,0c2044a9-95a1-474b-aeba-d97c0201ffea,ORGANIZATION,PROJECT ENGINEERS,PROJECT ENGINEER,0.9696969696969697,,,1.0,ORGANIZATION|PROJECT|4
ecde9216-218d-470d-8861-994556bf4040,f536c925-2652-4698-a591-28ea38ef6118,INJURY_TYPE,FINANCIAL IMPACT - SIGNIFICANT IMPACT ON ENTITY/ASSET FIGURES. LIKELY IMPACT ON (R)BU/GBU FIGURES,FINANCIAL IMPACT - 3. SIGNIFICANT IMPACT ON ENTITY/ASSET FIGURES. LIKELY IMPACT ON (R)BU/GBU FIGURES,1.0,,3,0.0,INJURY_TYPE|FINANCIAL|23
ecdb5d9c-6d40-4ab2-9717-cb806a3c143a,33347e28-a069-492e-966f-173c5e8914be,EQUIPMENT,4-INCH GRINDER,4 INCH GRINDER,1.0,4,4,1.0,EQUIPMENT|4|3
b6fa1570-5bfc-4ee1-9173-dab44d1baa54,75244499-a83d-466f-b513-93a42ddb3deb,EQUIPMENT,4 PORT HOTSTAB,4-PORT HOT STAB,0.9655172413793103,4,4,1.0,EQUIPMENT|4|3
b6fa1570-5bfc-4ee1-9173-dab44d1baa54,5dbfba1f-c387-40e5-a24b-90c1d1368f0f,EQUIPMENT,4 PORT HOTSTAB,4 PORT HOT STAB,0.9655172413793103,4,4,1.0,EQUIPMENT|4|3
75244499-a83d-466f-b513-93a42ddb3deb,5dbfba1f-c387-40e5-a24b-90c1d1368f0f,EQUIPMENT,4-PORT HOT STAB,4 PORT HOT STAB,1.0,4,4,1.0,EQUIPMENT|4|3
4df9309a-03e2-40fb-a259-9d414f1cf44f,073a166a-71ec-4ac3-adf0-361330147cea,INCIDENT_TYPE,NEAR MISS 523927 - QUASE ACIDENTE - FLEXIBRAS VITORIA - BOBINA F41 (86X44) EM VIRADOR ATINGIU O SUPORTE DE CONTEN??O DO PORT?O DE EMISS?O DA ARMADORA 8,NEAR MISS 523927 - QUASE ACIDENTE - FLEXIBRAS VITORIA - BOBINA F41 (86X44) EM VIRADOR ATINGIU O SUPORTE DE CONTENCAO DO PORTO DE EMISSAO DA ARMADORA 8,0.9779411764705883,523927|41|86|44|8,523927|41|86|44|8,1.0,INCIDENT_TYPE|NEAR|35
4df9309a-03e2-40fb-a259-9d414f1cf44f,ed6d0eff-069b-49bf-b01f-aac96f240573,INCIDENT_TYPE,NEAR MISS 523927 - QUASE ACIDENTE - FLEXIBRAS VITORIA - BOBINA F41 (86X44) EM VIRADOR ATINGIU O SUPORTE DE CONTEN??O DO PORT?O DE EMISS?O DA ARMADORA 8,NEAR MISS 523927 - QUASE ACIDENTE FLEXIBRAS VITORIA BOBINA F41 (86X44) EM VIRADOR ATINGIU O SUPORTE DE CONTENCAO DO PORTO DE EMISSAO DA ARMADORA 8,0.9779411764705883,523927|41|86|44|8,523927|41|86|44|8,1.0,INCIDENT_TYPE|NEAR|35
073a166a-71ec-4ac3-adf0-361330147cea,ed6d0eff-069b-49bf-b01f-aac96f240573,INCIDENT_TYPE,NEAR MISS 523927 - QUASE ACIDENTE - FLEXIBRAS VITORIA - BOBINA F41 (86X44) EM VIRADOR ATINGIU O SUPORTE DE CONTENCAO DO PORTO DE EMISSAO DA ARMADORA 8,NEAR MISS 523927 - QUASE ACIDENTE FLEXIBRAS VITORIA BOBINA F41 (86X44) EM VIRADOR ATINGIU O SUPORTE DE CONTENCAO DO PORTO DE EMISSAO DA ARMADORA 8,1.0,523927|41|86|44|8,523927|41|86|44|8,1.0,INCIDENT_TYPE|NEAR|35
581edc88-7674-4c63-a0b8-30e75373d2cb,9a57ea2c-ea60-4fe9-820b-69fe1e2d8f40,INCIDENT_TYPE,NEAR MISS 511947 - NON TECHNIP OWNED - G2S-NM (RTA) 31 - 2529 TAP - ALBANIA/COROVODA/ARB 460 - WHEELED EXCAVATOR BECAME UNBALANCED ON THE ROAD EDGE,NEAR MISS 511947 - NON TECHNIP OWNED G2S-NM (RTA) 31 - 2529 TAP - ALBANIA/COROVODA/ARB 460 WHEELED EXCAVATOR BECAME UNBALANCED ON THE ROAD EDGE,1.0,511947|2|31|2529|460,511947|2|31|2529|460,1.0,INCIDENT_TYPE|NEAR|33
581edc88-7674-4c63-a0b8-30e75373d2cb,e7eb76cc-7f33-4872-a1d5-8ae93f9548f2,INCIDENT_TYPE,NEAR MISS 511947 - NON TECHNIP OWNED - G2S-NM (RTA) 31 - 2529 TAP - ALBANIA/COROVODA/ARB 460 - WHEELED EXCAVATOR BECAME UNBALANCED ON THE ROAD EDGE,NEAR MISS 511947 - NON TECHNIP OWNED - G2S-NM (RTA)  31 - 2529 TAP  - ALBANIA/COROVODA/ARB 460 - WHEELED EXCAVATOR BECAME UNBALANCED ON THE ROAD EDGE,1.0,511947|2|31|2529|460,511947|2|31|2529|460,1.0,INCIDENT_TYPE|NEAR|33
9a57ea2c-ea60-4fe9-820b-69fe1e2d8f40,e7eb76cc-7f33-4872-a1d5-8ae93f9548f2,INCIDENT_TYPE,NEAR MISS 511947 - NON TECHNIP OWNED G2S-NM (RTA) 31 - 2529 TAP - ALBANIA/COROVODA/ARB 460 WHEELED EXCAVATOR BECAME UNBALANCED ON THE ROAD EDGE,NEAR MISS 511947 - NON TECHNIP OWNED - G2S-NM (RTA)  31 - 2529 TAP  - ALBANIA/COROVODA/ARB 460 - WHEELED EXCAVATOR BECAME UNBALANCED ON THE ROAD EDGE,1.0,511947|2|31|2529|460,511947|2|31|2529|460,1.0,INCIDENT_TYPE|NEAR|33
c122b153-5b88-4eb8-bc78-a086b72c1141,c504aa3e-0ee2-4098-8219-3c999e7d5753,INCIDENT_TYPE,NEAR MISS 550561 - NON-TECHNIP OWNED - RNT-NM 04 - TAP 2529 - GREECE/GCS 500 - 28/08/2017 -A METAL PIPE ON A CONCRETE PUMP SPLIT (SECOND EVENT),NEAR MISS 550561 - NON-TECHNIP OWNED - RNT-NM 04 - TAP 2529 - GREECE/GCS 500 - 28/08/2017 - A METAL PIPE ON A CONCRETE PUMP SPLIT (SECOND EVENT),1.0,550561|04|2529|500|28|08|2017,550561|04|2529|500|28|08|2017,1.0,INCIDENT_TYPE|NEAR|32
50301a38-a721-4eba-a5d1-3f568b300638,63db24ff-4e44-4afb-a2cc-9872142bd699,EQUIPMENT,WELDING POST,WELDING POSTES,0.923076923076923,,,1.0,EQUIPMENT|WELDING|3
1fb1328e-5a77-4d67-8d93-5d7d7dbbc347,8058ebc4-669c-4301-a932-5b2f64cac38d,ORGANIZATION,NON TECHNIP OWNED,NON-TECHNIP OWNED,1.0,,,1.0,ORGANIZATION|NON|4
1fb1328e-5a77-4d67-8d93-5d7d7dbbc347,f3674723-5cd1-41a6-8196-fe13ae24b11e,ORGANIZATION,NON TECHNIP OWNED,NON TECHNICP OWNED,0.9714285714285714,,,1.0,ORGANIZATION|NON|4
1fb1328e-5a77-4d67-8d93-5d7d7dbbc347,a06e9cc1-801e-48c2-bcec-017d15774130,ORGANIZATION,NON TECHNIP OWNED,NON-TECHNICP OWNED,0.9714285714285714,,,1.0,ORGANIZATION|NON|4
8058ebc4-669c-4301-a932-5b2f64cac38d,f3674723-5cd1-41a6-8196-fe13ae24b11e,ORGANIZATION,NON-TECHNIP OWNED,NON TECHNICP OWNED,0.9714285714285714,,,1.0,ORGANIZATION|NON|4
8058ebc4-669c-4301-a932-5b2f64cac38d,a06e9cc1-801e-48c2-bcec-017d15774130,ORGANIZATION,NON-TECHNIP OWNED,NON-TECHNICP OWNED,0.9714285714285714,,,1.0,ORGANIZATION|NON|4
f3674723-5cd1-41a6-8196-fe13ae24b11e,a06e9cc1-801e-48c2-bcec-017d15774130,ORGANIZATION,NON TECHNICP OWNED,NON-TECHNICP OWNED,1.0,,,1.0,ORGANIZATION|NON|4
65823bae-53cb-439d-b5d9-996a67ca2296,1d2915d1-6810-4a16-8cba-6d6f1a6d4446,INCIDENT_TYPE,INCIDENT 686458 - NON-TFMC OWNED SIF EQUIPMENT DAMAGE - BP THUNDER HORSE SOUTH EXPANSION 2 - SPITZER HFD - 31 JULY 20 - SUCTION PILE DROPPED DURING LIFT,INCIDENT 686458 - NON-TFMC OWNED - SIF EQUIPMENT DAMAGE - BP THUNDER HORSE SOUTH EXPANSION 2 - SPITZER HFD - 31 JULY 20 - SUCTION PILE DROPPED DURING LIFT,1.0,686458|2|31|20,686458|2|31|20,1.0,INCIDENT_TYPE|INCIDENT|35
5542dffa-715a-4698-9bde-50e0f76d9bc9,3357fd39-cbfd-4ccf-a6ed-89e5ca63957d,INCIDENT_TYPE,INCIDENT 687558 - NEAR MISS - DEEP STAR - 078268C001 - LOSS OF THRUSTER CONTROL DURING DEPARTURE WHILE TRANSFERRING COMMAND BETWEEN BRIDGE’S CONSOLES,INCIDENT 687558 - NEAR MISS - DEEP STAR - 078268C001 - LOSS OF THRUSTER CONTROL DURING DEPARTURE WHILST TRANSFERRING COMMAND BETWEEN BRIDGE’S CONSOLES,0.9893992932862191,687558|078268|001,687558|078268|001,1.0,INCIDENT_TYPE|INCIDENT|35
90aa9f0f-c527-44e4-aea7-67f37bdfa972,0f21cbf3-e742-41ed-9831-51a04a205233,LOCATION,MISSING WORKPLACE: WORKPLACE - OFFSHORE ASSETS - SKANDI SKANSEN AND LOCATION: TRINIDAD AND TOBAGO.,MISSING WORKPLACE: WORKPLACE - OFFSHORE ASSETS - SKANDI SKANSEN AND LOCATION: TRINIDAD AND TOBAGO,1.0,,,1.0,LOCATION|MISSING|22
90aa9f0f-c527-44e4-aea7-67f37bdfa972,774c05d6-a35d-4dca-b324-12e8c78140c0,LOCATION,MISSING WORKPLACE: WORKPLACE - OFFSHORE ASSETS - SKANDI SKANSEN AND LOCATION: TRINIDAD AND TOBAGO.,MISSING WORKPLACE: WORKPLACE - OFFSHORE ASSETS - SKANDSKANSEN AND LOCATION: TRINIDAD AND TOBAGO,0.986842105263158,,,1.0,LOCATION|MISSING|22
b32146c6-a641-4a91-b0dd-f2fb4a74158b,ded3e9c1-dd06-4c97-81b8-0c934eea869e,LOCATION,MISSING WORKPLACE: WORKPLACE - NOT APPLICABLE AND LOCATION: NIGERIA. PLEASE UPDATE LOOKUP TABLE.,MISSING WORKPLACE: WORKPLACE - NOT APPLICABLE AND LOCATION: CYPRUS. PLEASE UPDATE LOOKUP TABLE.,0.9536423841059603,,,1.0,LOCATION|MISSING|22
0f21cbf3-e742-41ed-9831-51a04a205233,774c05d6-a35d-4dca-b324-12e8c78140c0,LOCATION,MISSING WORKPLACE: WORKPLACE - OFFSHORE ASSETS - SKANDI SKANSEN AND LOCATION: TRINIDAD AND TOBAGO,MISSING WORKPLACE: WORKPLACE - OFFSHORE ASSETS - SKANDSKANSEN AND LOCATION: TRINIDAD AND TOBAGO,0.986842105263158,,,1.0,LOCATION|MISSING|22
5b1c987c-d6f9-4975-82ce-d76dc222fa20,9bb0fce0-2f46-427d-b43a-04a38bbc53c7,LOCATION,"SURFACE MANUFACTURING AFTERMARKET & TRAINING FACILITY, DHAHRAN, SAUDI ARABIA, MIDDLE EAST, TECHNIPFMC","SURFACE MANUFACTURING AFTERMARKET & TRAINING FACILITY, DAHHRAN, SAUDI ARABIA, MIDDLE EAST, TECHNIPFMC",0.9894736842105263,,,1.0,LOCATION|SURFACE|23
3021a2ba-0a64-4f4f-91d7-2c2207186eef,4699ce97-371c-4419-a2d1-f3123361b1c4,EQUIPMENT,7 TON FORKLIFT,7-TON FORKLIFT,1.0,7,7,1.0,EQUIPMENT|7|3
5c913e6f-da73-4e20-bcba-3fb54c995d42,8d1c784c-3fdf-403a-ad04-46697b10d7c2,EQUIPMENT,7-10K VALVE #1,7-10K VALVE #2,0.923076923076923,7|10|1,7|10|2,0.5,EQUIPMENT|7|3
bc05d41c-b88c-4022-8e3b-b944ae1b2726,facf1fb3-5c0f-4150-82fe-e317d30c4010,EQUIPMENT,"7"" 15K VALVE BODY","7""10K VALVE BODY",0.9375,7|15,7|10,0.3333333333333333,EQUIPMENT|7|4
42adb6ad-2c45-4873-ae12-7655404d5f8d,259647fd-a6a0-4777-8369-1da2827a4b3b,EQUIPMENT,"7""10K GATE VALVE",7” 15K GATE VALVE,0.9375,7|10,7|15,0.3333333333333333,EQUIPMENT|7|4
42adb6ad-2c45-4873-ae12-7655404d5f8d,3bc1210d-781a-4c43-89e1-dc69dd73d6f6,EQUIPMENT,"7""10K GATE VALVE","7"" 10K GATE VALVE",1.0,7|10,7|10,1.0,EQUIPMENT|7|4
259647fd-a6a0-4777-8369-1da2827a4b3b,3bc1210d-781a-4c43-89e1-dc69dd73d6f6,EQUIPMENT,7” 15K GATE VALVE,"7"" 10K GATE VALVE",0.9375,7|15,7|10,0.3333333333333333,EQUIPMENT|7|4
9263268f-2b03-4ebb-b1d4-32f24e5ced15,d61d1ed7-3d4c-49a7-bb1a-05e0272c7ea0,BODY_PART,RIGHT HAND THUMB,RIGHT HAND/THUMB,1.0,,,1.0,BODY_PART|RIGHT|4
1c9a411d-7ab6-4e62-b94a-d12c384b1eab,9ec580d6-0aba-4fb0-afd5-ddd8592e53fa,BODY_PART,RIGHT HAND FINGER,RIGHT HAND FINGERS,0.9714285714285714,,,1.0,BODY_PART|RIGHT|4
1c9a411d-7ab6-4e62-b94a-d12c384b1eab,68308360-33e0-459f-8a92-7eca0e0b40f5,BODY_PART,RIGHT HAND FINGER,RIGHT HAND - V FINGER,1.0,,,1.0,BODY_PART|RIGHT|4
9ec580d6-0aba-4fb0-afd5-ddd8592e53fa,68308360-33e0-459f-8a92-7eca0e0b40f5,BODY_PART,RIGHT HAND FINGERS,RIGHT HAND - V FINGER,0.9189189189189189,,,1.0,BODY_PART|RIGHT|4
c15f1ef3-55fa-4d6b-b16c-8ad28f303ad1,241064d5-420a-43af-8f38-d1932e137791,BODY_PART,RIGHT PINKIE FINGER,RIGHT PINKY FINGER,0.9189189189189189,,,1.0,BODY_PART|RIGHT|4
8d215c0d-7d0b-44e3-b238-6369a89d533b,d59141a9-cf67-4995-93aa-289968bfb2f6,BODY_PART,RIGHT HAND WRIST,RIGHT HAND/WRIST,1.0,,,1.0,BODY_PART|RIGHT|4
62b24bd8-fbba-448a-86be-23253686684b,a8ae9445-f80f-4952-a014-88b4d9686cdf,EQUIPMENT,CABLE TRAY,CABLE TRAYS,0.9523809523809524,,,1.0,EQUIPMENT|CABLE|2
b41ce5e0-9981-4be1-a7e5-9d65b21d8b9d,bbd4d15e-5f4f-4647-b913-ee8d3db2a036,INJURY_TYPE,NO PERSONNEL WERE INJURED.,NO PERSONNEL WERE INJURED,1.0,,,1.0,INJURY_TYPE|NO|6
1585948d-13e2-4667-9102-9edf35a5735e,ddef976d-2e5d-4aea-a11c-0ce5d32e6e66,INCIDENT_TYPE,ACCIDENT 639945 - NON TECHNIP OWNED - SCA-DA (RTA - SNM)36 - 2529 TAP - ALBANIA/KP 76- 15/06/2019- A GRAVEL TRUCK TIPPED OVER ON STEEP SLOPE AND ROLLED DOWN HILL,ACCIDENT 639945 - NON TECHNIP OWNED SCA-DA (RTA - SNM)36 - 2529 TAP - ALBANIA/KP 76- 15/06/2019- A GRAVEL TRUCK TIPPED OVER ON STEEP SLOPE AND ROLLED DOWN HILL,1.0,639945|36|2529|76|15|06|2019,639945|36|2529|76|15|06|2019,1.0,INCIDENT_TYPE|ACCIDENT|37
f0c65298-2086-415f-8578-9b4385da92bb,dd42dcaa-34a9-4773-9d74-1c6618411c6f,LOCATION,DECK,DECK E,1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,b6c3b72c-4135-4f99-88d0-14781ad52a65,LOCATION,DECK,DECK D,1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,c273c814-77a7-49ad-b46b-efa93475052e,LOCATION,DECK,DECK C,1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,a46f140b-8a26-4a38-bf13-ab3f93775608,LOCATION,DECK,DECK A,1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,71fe02c6-d203-4e33-a579-cf7347855777,LOCATION,DECK,DECK F,1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,8593db58-d9c6-4a94-872e-0e63bc87019d,LOCATION,DECK,DECK G,1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,b07ccbcf-cfd0-4369-a42f-512ec6526a12,LOCATION,DECK,DECK-D,1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,c69cb3db-556c-4e25-bf3f-25b62785ae46,LOCATION,DECK,DECK B,1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,a4d6134f-7acc-4388-a42e-6f9c9fdc863b,LOCATION,DECK,DECK 'B',1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,032063d4-752d-4d48-a3b9-02215981648e,LOCATION,DECK,DECK 'A',1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,cc13da22-818e-4382-96ec-f1f14f496a30,LOCATION,DECK,DECK-E,1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,fbff8f74-9338-42ab-9b4e-fffcb7fe9bdf,LOCATION,DECK,DECK 'C',1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,3a9e5ccf-55b7-49ac-8698-d306edeb907c,LOCATION,DECK,DECK A+,1.0,,,1.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,4be08743-d3d0-40a8-b5a6-e0a1753770ba,LOCATION,DECK,DECK 3,1.0,,3,0.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,fcf513aa-6d4a-4149-8487-0f0b49b027e4,LOCATION,DECK,DECK 4,1.0,,4,0.0,LOCATION|DECK|1
f0c65298-2086-415f-8578-9b4385da92bb,368541e3-d047-4073-b727-8e12e75d8541,LOCATION,DECK,DECK B2,1.0,,2,0.0,LOCATION|DECK|1
dd42dcaa-34a9-4773-9d74-1c6618411c6f,cc13da22-818e-4382-96ec-f1f14f496a30,LOCATION,DECK E,DECK-E,1.0,,,1.0,LOCATION|DECK|1
b6c3b72c-4135-4f99-88d0-14781ad52a65,b07ccbcf-cfd0-4369-a42f-512ec6526a12,LOCATION,DECK D,DECK-D,1.0,,,1.0,LOCATION|DECK|1
c273c814-77a7-49ad-b46b-efa93475052e,fbff8f74-9338-42ab-9b4e-fffcb7fe9bdf,LOCATION,DECK C,DECK 'C',1.0,,,1.0,LOCATION|DECK|1
a46f140b-8a26-4a38-bf13-ab3f93775608,032063d4-752d-4d48-a3b9-02215981648e,LOCATION,DECK A,DECK 'A',1.0,,,1.0,LOCATION|DECK|1
a46f140b-8a26-4a38-bf13-ab3f93775608,3a9e5ccf-55b7-49ac-8698-d306edeb907c,LOCATION,DECK A,DECK A+,1.0,,,1.0,LOCATION|DECK|1
c69cb3db-556c-4e25-bf3f-25b62785ae46,a4d6134f-7acc-4388-a42e-6f9c9fdc863b,LOCATION,DECK B,DECK 'B',1.0,,,1.0,LOCATION|DECK|1
c69cb3db-556c-4e25-bf3f-25b62785ae46,368541e3-d047-4073-b727-8e12e75d8541,LOCATION,DECK B,DECK B2,0.923076923076923,,2,0.0,LOCATION|DECK|1
a4d6134f-7acc-4388-a42e-6f9c9fdc863b,368541e3-d047-4073-b727-8e12e75d8541,LOCATION,DECK 'B',DECK B2,0.923076923076923,,2,0.0,LOCATION|DECK|1
032063d4-752d-4d48-a3b9-02215981648e,3a9e5ccf-55b7-49ac-8698-d306edeb907c,LOCATION,DECK 'A',DECK A+,1.0,,,1.0,LOCATION|DECK|1
73f45f96-881f-4cb6-89d0-f1c77fb3855f,5aa097d1-cba2-439c-b0b5-8ae83e54afe2,ORGANIZATION,DIVE TEAM,DIVE TEAMS,0.9473684210526315,,,1.0,ORGANIZATION|DIVE|2
73f45f96-881f-4cb6-89d0-f1c77fb3855f,763fdbba-1972-4a7d-b5c6-44cc5ef1b696,ORGANIZATION,DIVE TEAM,DIVE TEAM # 1,1.0,,1,0.0,ORGANIZATION|DIVE|2
f6c8bb73-0e28-42c6-bbba-9caf29830ebb,23821acb-fcd7-48cc-a0bb-6076659c2b86,EQUIPMENT,ENERMECH DOWN LINE,ENERMECH DOWNLINES,0.9444444444444444,,,1.0,EQUIPMENT|ENERMECH|4
71640402-a1ba-4ea5-aeca-d9cce934a7a2,ecfa576d-3623-4fd3-a682-48b28198268a,LOCATION,DOCK A,DOCK,1.0,,,1.0,LOCATION|DOCK|1
ecfa576d-3623-4fd3-a682-48b28198268a,2459ba12-2137-4cfe-b128-5d8122ea351e,LOCATION,DOCK,DOCK C,1.0,,,1.0,LOCATION|DOCK|1
ecfa576d-3623-4fd3-a682-48b28198268a,c50332c7-5355-4a40-83a0-42b86c86b541,LOCATION,DOCK,DOCK B,1.0,,,1.0,LOCATION|DOCK|1
b43aeea2-c6d6-4fed-8e29-17e609aa74e9,44dd9c5b-02b2-4595-bcb8-4a8874ddd853,EQUIPMENT,CONCRETE BLOCKS,CONCRETE BLOCK,0.9655172413793103,,,1.0,EQUIPMENT|CONCRETE|3
62650db0-ce83-4546-aa58-b5f573ee9369,2d1238ec-b830-4e0f-9f46-2f1c93ecc0d5,EQUIPMENT,CONCRETE PIPE,CONCRETE PILE,0.923076923076923,,,1.0,EQUIPMENT|CONCRETE|3
067318d4-9af6-43f3-81b9-cdd68ad0c228,805328c8-4a18-4be0-93a8-c8fd61f5df17,LOCATION,LOCAL CLINIC,LOCAL ER CLINIC,1.0,,,1.0,LOCATION|LOCAL|3
ebfb573a-47fa-4e61-a31b-d401d719b49f,679faf08-76b7-49ba-827b-1f317761ef39,BODY_PART,LEFT HAND MIDDLE FINGER,LEFT HAND - MIDDLE FINGER,1.0,,,1.0,BODY_PART|LEFT|5
ebfb573a-47fa-4e61-a31b-d401d719b49f,918e6b69-f55c-4000-9e25-82a1f6996fc4,BODY_PART,LEFT HAND MIDDLE FINGER,LEFT MIDDLE FINGER TIP,0.9,,,1.0,BODY_PART|LEFT|5
ebfb573a-47fa-4e61-a31b-d401d719b49f,8296bd83-b3e2-46ef-a690-3fa0fa4186a9,BODY_PART,LEFT HAND MIDDLE FINGER,"LEFT HAND, MIDDLE FINGER",1.0,,,1.0,BODY_PART|LEFT|5
363d14c2-48df-4a85-84d0-ea083d7a5598,3770b1c7-c61f-4937-a27a-0dadffb0f1ae,BODY_PART,LEFT HAND INDEX FINGER,LEFT HAND - INDEX FINGER,1.0,,,1.0,BODY_PART|LEFT|5
363d14c2-48df-4a85-84d0-ea083d7a5598,0a1a5421-e1d0-4eb1-ae57-ca9ae30f028c,BODY_PART,LEFT HAND INDEX FINGER,LEFT-HAND INDEX FINGER,1.0,,,1.0,BODY_PART|LEFT|5
363d14c2-48df-4a85-84d0-ea083d7a5598,2fe58439-b489-4ac5-b16d-577d241a4bb2,BODY_PART,LEFT HAND INDEX FINGER,LEFT HAND 2ND FINGER,0.9047619047619048,,2,0.0,BODY_PART|LEFT|5
679faf08-76b7-49ba-827b-1f317761ef39,918e6b69-f55c-4000-9e25-82a1f6996fc4,BODY_PART,LEFT HAND - MIDDLE FINGER,LEFT MIDDLE FINGER TIP,0.9,,,1.0,BODY_PART|LEFT|5
679faf08-76b7-49ba-827b-1f317761ef39,8296bd83-b3e2-46ef-a690-3fa0fa4186a9,BODY_PART,LEFT HAND - MIDDLE FINGER,"LEFT HAND, MIDDLE FINGER",1.0,,,1.0,BODY_PART|LEFT|5
f26650cb-4543-4e50-a513-9548e77d8121,41e0b082-c9dc-40e0-bc44-a23376688c61,BODY_PART,LEFT HAND RING FINGER,LEFT HAND - RING FINGER,1.0,,,1.0,BODY_PART|LEFT|5
c53381aa-929f-4679-b1f7-b88a4a01762d,59ad04c1-75fc-4121-9ff7-60d655bef679,BODY_PART,LEFT HAND FIRST FINGER,LEFT HAND - 1ST FINGER,0.9047619047619048,,1,0.0,BODY_PART|LEFT|5
c53381aa-929f-4679-b1f7-b88a4a01762d,959b6b98-851a-4585-93c9-92f8349489c1,BODY_PART,LEFT HAND FIRST FINGER,LEFT HAND 1ST FINGER,0.9047619047619048,,1,0.0,BODY_PART|LEFT|5
3770b1c7-c61f-4937-a27a-0dadffb0f1ae,0a1a5421-e1d0-4eb1-ae57-ca9ae30f028c,BODY_PART,LEFT HAND - INDEX FINGER,LEFT-HAND INDEX FINGER,1.0,,,1.0,BODY_PART|LEFT|5
3770b1c7-c61f-4937-a27a-0dadffb0f1ae,2fe58439-b489-4ac5-b16d-577d241a4bb2,BODY_PART,LEFT HAND - INDEX FINGER,LEFT HAND 2ND FINGER,0.9047619047619048,,2,0.0,BODY_PART|LEFT|5
0a1a5421-e1d0-4eb1-ae57-ca9ae30f028c,2fe58439-b489-4ac5-b16d-577d241a4bb2,BODY_PART,LEFT-HAND INDEX FINGER,LEFT HAND 2ND FINGER,0.9047619047619048,,2,0.0,BODY_PART|LEFT|5
